colony;indiv;type;oocyte_length;thorax;treatment;n_start;n_end;eggs
26Q;7;0;0.00;5.69;Q;24;66;0
26Q;8;0;0.00;5.54;Q;24;66;0
26Q;15;0;0.00;6.15;Q;24;66;0
26Q;16;0;0.00;4.00;Q;24;66;0
26Q;17;0;0.00;5.38;Q;24;66;0
26Q;19;0;0.00;5.54;Q;24;66;0
26Q;20;0;0.00;5.38;Q;24;66;0
26Q;25;0;0.00;3.38;Q;24;66;0
26Q;26;0;0.00;3.08;Q;24;66;0
26Q;27;0;0.00;3.84;Q;24;66;0
26Q;28;0;0.00;6.00;Q;24;66;0
26Q;29;0;0.00;3.84;Q;24;66;0
26Q;30;0;0.00;3.84;Q;24;66;0
26Q;32;0;0.00;4.15;Q;24;66;0
26Q;33;0;0.00;3.84;Q;24;66;0
26Q;35;0;0.00;4.61;Q;24;66;0
26Q;37;0;0.00;4.92;Q;24;66;0
26Q;38;0;0.00;3.23;Q;24;66;0
26Q;39;0;0.00;3.84;Q;24;66;0
26Q;43;0;0.00;4.31;Q;24;66;0
26Q;44;0;0.00;6.00;Q;24;66;0
26Q;46;0;0.00;5.38;Q;24;66;0
26Q;47;0;0.00;4.00;Q;24;66;0
26Q;48;0;0.00;3.84;Q;24;66;0
26Q;51;0;0.00;4.15;Q;24;66;0
26Q;52;0;0.00;3.69;Q;24;66;0
26Q;54;0;0.00;4.46;Q;24;66;0
26Q;55;0;0.00;4.00;Q;24;66;0
26Q;56;0;0.00;6.15;Q;24;66;0
26Q;57;0;0.00;4.46;Q;24;66;0
26Q;60;0;0.00;6.00;Q;24;66;0
26Q;62;0;0.00;5.84;Q;24;66;0
27Q;2;0;0.00;5.69;Q;19;85;0
27Q;3;0;0.00;5.54;Q;19;85;0
27Q;6;0;0.00;5.54;Q;19;85;0
27Q;7;0;0.00;5.23;Q;19;85;0
27Q;8;0;0.00;6.00;Q;19;85;0
27Q;9;0;0.00;5.38;Q;19;85;0
27Q;11;0;0.00;5.38;Q;19;85;0
27Q;12;0;0.00;5.84;Q;19;85;0
27Q;13;0;0.00;5.54;Q;19;85;0
27Q;14;0;0.00;5.38;Q;19;85;0
27Q;16;0;0.00;4.46;Q;19;85;0
27Q;17;0;0.00;4.77;Q;19;85;0
27Q;18;0;0.00;4.92;Q;19;85;0
27Q;19;0;0.00;5.54;Q;19;85;0
27Q;20;0;0.00;5.54;Q;19;85;0
27Q;21;0;0.00;5.23;Q;19;85;0
27Q;23;0;0.00;5.07;Q;19;85;0
27Q;25;0;0.00;5.38;Q;19;85;0
27Q;29;0;0.00;5.54;Q;19;85;0
27Q;30;0;0.00;6.00;Q;19;85;0
27Q;32;0;0.00;5.69;Q;19;85;0
27Q;35;0;0.00;5.38;Q;19;85;0
27Q;37;0;0.00;5.54;Q;19;85;0
27Q;43;0;0.00;5.69;Q;19;85;0
27Q;46;0;0.00;6.00;Q;19;85;0
27Q;48;0;0.00;5.38;Q;19;85;0
27Q;52;0;0.00;5.38;Q;19;85;0
27Q;58;0;0.00;5.69;Q;19;85;0
27Q;59;0;0.00;5.54;Q;19;85;0
27Q;60;0;0.00;5.23;Q;19;85;0
27Q;62;0;0.00;5.69;Q;19;85;0
27Q;63;0;0.00;5.69;Q;19;85;0
27Q;65;0;0.00;5.54;Q;19;85;0
27Q;66;0;0.00;5.69;Q;19;85;0
27Q;67;0;0.00;6.15;Q;19;85;0
27Q;68;0;0.00;5.38;Q;19;85;0
27Q;70;0;0.00;6.15;Q;19;85;0
27Q;72;0;0.00;5.54;Q;19;85;0
27Q;74;0;0.00;6.15;Q;19;85;0
27Q;75;0;0.00;5.69;Q;19;85;0
27Q;76;0;0.00;5.69;Q;19;85;0
27Q;77;0;0.00;5.23;Q;19;85;0
27Q;78;0;0.00;5.38;Q;19;85;0
27Q;79;0;0.00;6.15;Q;19;85;0
27Q;80;0;0.00;5.38;Q;19;85;0
1T;39;1;0.24;5.38;C25;29;102;117
1T;52;1;0.24;5.69;C25;29;102;117
1T;78;1;0.23;5.84;C25;29;102;117
1T;89;1;0.30;5.54;C25;29;102;117
26Q;13;1;0.48;6.15;Q;24;66;0
26Q;18;1;0.36;5.38;Q;24;66;0
26Q;34;1;0.47;6.30;Q;24;66;0
26Q;42;1;0.43;6.15;Q;24;66;0
1T;22;2;0.67;5.54;C25;29;102;117
1T;23;2;0.40;5.84;C25;29;102;117
1T;71;2;0.42;5.38;C25;29;102;117
1T;84;2;0.40;5.23;C25;29;102;117
26Q;11;2;0.40;5.69;Q;24;66;0
26Q;45;2;0.80;5.38;Q;24;66;0
27Q;1;2;0.56;5.54;Q;19;85;0
27Q;10;2;0.46;4.92;Q;19;85;0
27Q;15;2;0.63;5.54;Q;19;85;0
27Q;22;2;0.51;4.61;Q;19;85;0
27Q;27;2;0.66;4.77;Q;19;85;0
27Q;28;2;0.66;5.38;Q;19;85;0
27Q;40;2;0.70;4.61;Q;19;85;0
27Q;42;2;0.88;5.23;Q;19;85;0
27Q;44;2;0.44;5.84;Q;19;85;0
27Q;53;2;0.95;5.54;Q;19;85;0
27Q;56;2;0.48;5.38;Q;19;85;0
27Q;57;2;0.46;5.38;Q;19;85;0
27Q;61;2;0.35;4.92;Q;19;85;0
27Q;64;2;0.76;4.15;Q;19;85;0
1T;63;3;0.92;6.15;C25;29;102;117
1T;74;3;0.93;6.15;C25;29;102;117
1T;93;3;1.18;5.38;C25;29;102;117
27Q;4;3;1.79;5.38;Q;19;85;0
1T;26;3;2.30;5.38;C25;29;102;117
1T;10;4;3.15;6.15;C25;29;102;117
1T;28;4;2.85;5.38;C25;29;102;117
1T;31;4;2.87;4.61;C25;29;102;117
1T;37;4;2.80;4.00;C25;29;102;117
1T;38;4;2.80;4.77;C25;29;102;117
1T;40;4;3.03;4.92;C25;29;102;117
1T;42;4;2.96;4.92;C25;29;102;117
1T;43;4;2.77;5.07;C25;29;102;117
1T;59;4;3.23;5.38;C25;29;102;117
1T;72;4;2.80;5.38;C25;29;102;117
1T;77;4;2.62;4.77;C25;29;102;117
1T;92;4;2.56;5.38;C25;29;102;117
26Q;10;4;3.09;5.38;Q;24;66;0
27Q;39;4;3.41;5.69;Q;19;85;0
1T;5;5;2.42;4.77;C25;29;102;117
1T;13;5;2.79;5.38;C25;29;102;117
1T;14;5;2.91;5.38;C25;29;102;117
1T;16;5;2.19;4.77;C25;29;102;117
1T;17;5;2.89;4.61;C25;29;102;117
1T;20;5;2.82;5.54;C25;29;102;117
1T;25;5;3.20;4.61;C25;29;102;117
1T;29;5;2.94;5.69;C25;29;102;117
1T;36;5;3.11;3.84;C25;29;102;117
1T;44;5;2.92;4.61;C25;29;102;117
1T;47;5;2.74;4.61;C25;29;102;117
1T;48;5;3.03;5.38;C25;29;102;117
1T;49;5;2.93;5.38;C25;29;102;117
1T;57;5;1.82;3.84;C25;29;102;117
1T;65;5;2.08;4.77;C25;29;102;117
1T;67;5;1.27;4.46;C25;29;102;117
1T;81;5;2.58;4.61;C25;29;102;117
1T;83;5;2.20;4.46;C25;29;102;117
1T;85;5;2.69;4.77;C25;29;102;117
1T;91;5;2.92;4.61;C25;29;102;117
1T;95;5;1.43;5.84;C25;29;102;117
26Q;1;5;2.03;6.30;Q;24;66;0
26Q;2;5;2.28;3.84;Q;24;66;0
26Q;4;5;2.36;5.07;Q;24;66;0
26Q;9;5;2.20;5.07;Q;24;66;0
26Q;12;5;1.52;5.38;Q;24;66;0
26Q;14;5;2.74;5.54;Q;24;66;0
26Q;21;5;3.12;4.00;Q;24;66;0
26Q;22;5;2.76;4.15;Q;24;66;0
26Q;23;5;3.10;5.54;Q;24;66;0
26Q;24;5;3.50;5.69;Q;24;66;0
26Q;31;5;2.04;4.92;Q;24;66;0
26Q;36;5;1.22;5.38;Q;24;66;0
26Q;40;5;3.42;5.54;Q;24;66;0
26Q;41;5;1.14;4.00;Q;24;66;0
26Q;49;5;2.87;4.61;Q;24;66;0
26Q;50;5;1.50;4.92;Q;24;66;0
26Q;53;5;3.10;4.15;Q;24;66;0
26Q;58;5;2.81;4.46;Q;24;66;0
26Q;59;5;2.83;4.92;Q;24;66;0
26Q;61;5;3.04;4.77;Q;24;66;0
27Q;5;5;2.59;5.54;Q;19;85;0
27Q;24;5;1.79;4.46;Q;19;85;0
27Q;26;5;2.14;5.54;Q;19;85;0
27Q;31;5;3.20;6.00;Q;19;85;0
27Q;33;5;2.87;4.61;Q;19;85;0
27Q;34;5;3.29;5.38;Q;19;85;0
27Q;36;5;1.63;5.38;Q;19;85;0
27Q;38;5;1.11;6.15;Q;19;85;0
27Q;41;5;3.27;6.15;Q;19;85;0
27Q;45;5;2.11;5.38;Q;19;85;0
27Q;47;5;3.24;5.69;Q;19;85;0
27Q;49;5;2.87;5.38;Q;19;85;0
27Q;50;5;1.77;4.92;Q;19;85;0
27Q;51;5;3.28;5.07;Q;19;85;0
27Q;54;5;2.20;5.54;Q;19;85;0
27Q;55;5;2.71;4.92;Q;19;85;0
27Q;69;5;1.49;5.38;Q;19;85;0
27Q;71;5;3.23;6.15;Q;19;85;0
27Q;73;5;1.06;5.54;Q;19;85;0
27Q;81;5;3.09;4.46;Q;19;85;0
